season,round,race_name,driver,constructor,grid,position,points,status,laps
2022,14,Belgian Grand Prix,albon,williams,6,10,1.0,Finished,44
2022,14,Belgian Grand Prix,stroll,aston_martin,9,11,0.0,Finished,44
2022,14,Belgian Grand Prix,norris,mclaren,17,12,0.0,Finished,44
2022,14,Belgian Grand Prix,tsunoda,alphatauri,0,13,0.0,Finished,44
2022,14,Belgian Grand Prix,zhou,alfa,18,14,0.0,Finished,44
2022,14,Belgian Grand Prix,ricciardo,mclaren,7,15,0.0,Finished,44
2022,14,Belgian Grand Prix,kevin_magnussen,haas,12,16,0.0,+1 Lap,43
2022,14,Belgian Grand Prix,mick_schumacher,haas,19,17,0.0,+1 Lap,43
2022,14,Belgian Grand Prix,latifi,williams,11,18,0.0,+1 Lap,43
2022,14,Belgian Grand Prix,bottas,alfa,13,19,0.0,Accident,1
2022,14,Belgian Grand Prix,hamilton,mercedes,4,20,0.0,Collision damage,0
2022,15,Dutch Grand Prix,max_verstappen,red_bull,1,1,26.0,Finished,72
2022,15,Dutch Grand Prix,russell,mercedes,6,2,18.0,Finished,72
2022,15,Dutch Grand Prix,leclerc,ferrari,2,3,15.0,Finished,72
2022,15,Dutch Grand Prix,hamilton,mercedes,4,4,12.0,Finished,72
2022,15,Dutch Grand Prix,perez,red_bull,5,5,10.0,Finished,72
2022,15,Dutch Grand Prix,alonso,alpine,13,6,8.0,Finished,72
2022,15,Dutch Grand Prix,norris,mclaren,7,7,6.0,Finished,72
2022,15,Dutch Grand Prix,sainz,ferrari,3,8,4.0,Finished,72
2022,15,Dutch Grand Prix,ocon,alpine,12,9,2.0,Finished,72
2022,15,Dutch Grand Prix,stroll,aston_martin,10,10,1.0,Finished,72
2022,15,Dutch Grand Prix,gasly,alphatauri,11,11,0.0,Finished,72
2022,15,Dutch Grand Prix,albon,williams,15,12,0.0,Finished,72
2022,15,Dutch Grand Prix,mick_schumacher,haas,8,13,0.0,Finished,72
2022,15,Dutch Grand Prix,vettel,aston_martin,19,14,0.0,Finished,72
2022,15,Dutch Grand Prix,kevin_magnussen,haas,18,15,0.0,Finished,72
2022,15,Dutch Grand Prix,zhou,alfa,14,16,0.0,Finished,72
2022,15,Dutch Grand Prix,ricciardo,mclaren,17,17,0.0,Finished,72
2022,15,Dutch Grand Prix,latifi,williams,20,18,0.0,+1 Lap,71
2022,15,Dutch Grand Prix,bottas,alfa,16,19,0.0,Engine,53
2022,15,Dutch Grand Prix,tsunoda,alphatauri,9,20,0.0,Differential,43
2022,16,Italian Grand Prix,max_verstappen,red_bull,7,1,25.0,Finished,53
2022,16,Italian Grand Prix,leclerc,ferrari,1,2,18.0,Finished,53
2022,16,Italian Grand Prix,russell,mercedes,2,3,15.0,Finished,53
2022,16,Italian Grand Prix,sainz,ferrari,18,4,12.0,Finished,53
2022,16,Italian Grand Prix,hamilton,mercedes,19,5,10.0,Finished,53
2022,16,Italian Grand Prix,perez,red_bull,13,6,9.0,Finished,53
2022,16,Italian Grand Prix,norris,mclaren,3,7,6.0,Finished,53
2022,16,Italian Grand Prix,gasly,alphatauri,5,8,4.0,Finished,53
2022,16,Italian Grand Prix,de_vries,williams,8,9,2.0,Finished,53
2022,16,Italian Grand Prix,zhou,alfa,9,10,1.0,Finished,53
2022,16,Italian Grand Prix,ocon,alpine,14,11,0.0,Finished,53
2022,16,Italian Grand Prix,mick_schumacher,haas,17,12,0.0,Finished,53
2022,16,Italian Grand Prix,bottas,alfa,15,13,0.0,+1 Lap,52
2022,16,Italian Grand Prix,tsunoda,alphatauri,20,14,0.0,+1 Lap,52
2022,16,Italian Grand Prix,latifi,williams,10,15,0.0,+1 Lap,52
2022,16,Italian Grand Prix,kevin_magnussen,haas,16,16,0.0,+1 Lap,52
2022,16,Italian Grand Prix,ricciardo,mclaren,4,17,0.0,Oil leak,45
2022,16,Italian Grand Prix,stroll,aston_martin,12,18,0.0,Engine,39
2022,16,Italian Grand Prix,alonso,alpine,6,19,0.0,Water pressure,31
2022,16,Italian Grand Prix,vettel,aston_martin,11,20,0.0,Engine,10
2022,17,Singapore Grand Prix,perez,red_bull,2,1,25.0,Finished,59
2022,17,Singapore Grand Prix,leclerc,ferrari,1,2,18.0,Finished,59
2022,17,Singapore Grand Prix,sainz,ferrari,4,3,15.0,Finished,59
2022,17,Singapore Grand Prix,norris,mclaren,6,4,12.0,Finished,59
2022,17,Singapore Grand Prix,ricciardo,mclaren,16,5,10.0,Finished,59
2022,17,Singapore Grand Prix,stroll,aston_martin,11,6,8.0,Finished,59
2022,17,Singapore Grand Prix,max_verstappen,red_bull,8,7,6.0,Finished,59
2022,17,Singapore Grand Prix,vettel,aston_martin,13,8,4.0,Finished,59
2022,17,Singapore Grand Prix,hamilton,mercedes,3,9,2.0,Finished,59
2022,17,Singapore Grand Prix,gasly,alphatauri,7,10,1.0,Finished,59
2022,17,Singapore Grand Prix,bottas,alfa,15,11,0.0,Finished,59
2022,17,Singapore Grand Prix,kevin_magnussen,haas,9,12,0.0,Finished,59
2022,17,Singapore Grand Prix,mick_schumacher,haas,12,13,0.0,+1 Lap,58
2022,17,Singapore Grand Prix,russell,mercedes,0,14,0.0,+2 Laps,57
2022,17,Singapore Grand Prix,tsunoda,alphatauri,10,15,0.0,Accident,34
2022,17,Singapore Grand Prix,ocon,alpine,17,16,0.0,Engine,26
2022,17,Singapore Grand Prix,albon,williams,18,17,0.0,Collision damage,25
2022,17,Singapore Grand Prix,alonso,alpine,5,18,0.0,Engine,20
2022,17,Singapore Grand Prix,latifi,williams,19,19,0.0,Collision damage,7
2022,17,Singapore Grand Prix,zhou,alfa,14,20,0.0,Collision,6
2022,18,Japanese Grand Prix,max_verstappen,red_bull,1,1,25.0,Finished,28
2022,18,Japanese Grand Prix,perez,red_bull,4,2,18.0,Finished,28
2022,18,Japanese Grand Prix,leclerc,ferrari,2,3,15.0,Finished,28
2022,18,Japanese Grand Prix,ocon,alpine,5,4,12.0,Finished,28
2022,18,Japanese Grand Prix,hamilton,mercedes,6,5,10.0,Finished,28
2022,18,Japanese Grand Prix,vettel,aston_martin,9,6,8.0,Finished,28
2022,18,Japanese Grand Prix,alonso,alpine,7,7,6.0,Finished,28
2022,18,Japanese Grand Prix,russell,mercedes,8,8,4.0,Finished,28
2022,18,Japanese Grand Prix,latifi,williams,20,9,2.0,Finished,28
2022,18,Japanese Grand Prix,norris,mclaren,10,10,1.0,Finished,28
2022,18,Japanese Grand Prix,ricciardo,mclaren,11,11,0.0,Finished,28
2022,18,Japanese Grand Prix,stroll,aston_martin,19,12,0.0,Finished,28
2022,18,Japanese Grand Prix,tsunoda,alphatauri,13,13,0.0,Finished,28
2022,18,Japanese Grand Prix,kevin_magnussen,haas,18,14,0.0,Finished,28
2022,18,Japanese Grand Prix,bottas,alfa,12,15,0.0,Finished,28
2022,18,Japanese Grand Prix,zhou,alfa,14,16,0.0,Finished,28
2022,18,Japanese Grand Prix,mick_schumacher,haas,15,17,0.0,Finished,28
2022,18,Japanese Grand Prix,gasly,alphatauri,17,18,0.0,Finished,28
2022,18,Japanese Grand Prix,sainz,ferrari,3,19,0.0,Accident,0
2022,18,Japanese Grand Prix,albon,williams,16,20,0.0,Hydraulics,0
2022,19,United States Grand Prix,max_verstappen,red_bull,2,1,25.0,Finished,56
2022,19,United States Grand Prix,hamilton,mercedes,3,2,18.0,Finished,56
2022,19,United States Grand Prix,leclerc,ferrari,12,3,15.0,Finished,56
2022,19,United States Grand Prix,perez,red_bull,9,4,12.0,Finished,56
2022,19,United States Grand Prix,russell,mercedes,4,5,11.0,Finished,56
2022,19,United States Grand Prix,norris,mclaren,6,6,8.0,Finished,56
2022,19,United States Grand Prix,alonso,alpine,14,7,6.0,Finished,56
2022,19,United States Grand Prix,vettel,aston_martin,10,8,4.0,Finished,56
2022,19,United States Grand Prix,kevin_magnussen,haas,13,9,2.0,Finished,56
2022,19,United States Grand Prix,tsunoda,alphatauri,19,10,1.0,Finished,56
2022,19,United States Grand Prix,ocon,alpine,0,11,0.0,Finished,56
2022,19,United States Grand Prix,zhou,alfa,18,12,0.0,Finished,56
2022,19,United States Grand Prix,albon,williams,8,13,0.0,Finished,56
2022,19,United States Grand Prix,gasly,alphatauri,11,14,0.0,Finished,56
2022,19,United States Grand Prix,mick_schumacher,haas,16,15,0.0,Finished,56
2022,19,United States Grand Prix,ricciardo,mclaren,15,16,0.0,Finished,56
2022,19,United States Grand Prix,latifi,williams,17,17,0.0,Finished,56
2022,19,United States Grand Prix,stroll,aston_martin,5,18,0.0,Collision,21
2022,19,United States Grand Prix,bottas,alfa,7,19,0.0,Spun off,16
2022,19,United States Grand Prix,sainz,ferrari,1,20,0.0,Collision damage,1
2022,20,Mexico City Grand Prix,max_verstappen,red_bull,1,1,25.0,Finished,71
2022,20,Mexico City Grand Prix,hamilton,mercedes,3,2,18.0,Finished,71
2022,20,Mexico City Grand Prix,perez,red_bull,4,3,15.0,Finished,71
2022,20,Mexico City Grand Prix,russell,mercedes,2,4,13.0,Finished,71
2022,20,Mexico City Grand Prix,sainz,ferrari,5,5,10.0,Finished,71
2022,20,Mexico City Grand Prix,leclerc,ferrari,7,6,8.0,Finished,71
2022,20,Mexico City Grand Prix,ricciardo,mclaren,11,7,6.0,+1 Lap,70
2022,20,Mexico City Grand Prix,ocon,alpine,10,8,4.0,+1 Lap,70
2022,20,Mexico City Grand Prix,norris,mclaren,8,9,2.0,+1 Lap,70
2022,20,Mexico City Grand Prix,bottas,alfa,6,10,1.0,+1 Lap,70
2022,20,Mexico City Grand Prix,gasly,alphatauri,14,11,0.0,+1 Lap,70
2022,20,Mexico City Grand Prix,albon,williams,17,12,0.0,+1 Lap,70
2022,20,Mexico City Grand Prix,zhou,alfa,12,13,0.0,+1 Lap,70
2022,20,Mexico City Grand Prix,vettel,aston_martin,16,14,0.0,+1 Lap,70
2022,20,Mexico City Grand Prix,stroll,aston_martin,20,15,0.0,+1 Lap,70
2022,20,Mexico City Grand Prix,mick_schumacher,haas,15,16,0.0,+1 Lap,70
2022,20,Mexico City Grand Prix,kevin_magnussen,haas,19,17,0.0,+1 Lap,70
2022,20,Mexico City Grand Prix,latifi,williams,18,18,0.0,+2 Laps,69
2022,20,Mexico City Grand Prix,alonso,alpine,9,19,0.0,Engine,63
2022,20,Mexico City Grand Prix,tsunoda,alphatauri,13,20,0.0,Collision damage,50
2022,21,São Paulo Grand Prix,russell,mercedes,1,1,26.0,Finished,71
2022,21,São Paulo Grand Prix,hamilton,mercedes,2,2,18.0,Finished,71
2022,21,São Paulo Grand Prix,sainz,ferrari,7,3,15.0,Finished,71
2022,21,São Paulo Grand Prix,leclerc,ferrari,5,4,12.0,Finished,71
2022,21,São Paulo Grand Prix,alonso,alpine,17,5,10.0,Finished,71
2022,21,São Paulo Grand Prix,max_verstappen,red_bull,3,6,8.0,Finished,71
2022,21,São Paulo Grand Prix,perez,red_bull,4,7,6.0,Finished,71
2022,21,São Paulo Grand Prix,ocon,alpine,16,8,4.0,Finished,71
2022,21,São Paulo Grand Prix,bottas,alfa,14,9,2.0,Finished,71
2022,21,São Paulo Grand Prix,stroll,aston_martin,15,10,1.0,Finished,71
2022,21,São Paulo Grand Prix,vettel,aston_martin,9,11,0.0,Finished,71
2022,21,São Paulo Grand Prix,zhou,alfa,13,12,0.0,Finished,71
2022,21,São Paulo Grand Prix,mick_schumacher,haas,12,13,0.0,Finished,71
2022,21,São Paulo Grand Prix,gasly,alphatauri,10,14,0.0,Finished,71
2022,21,São Paulo Grand Prix,albon,williams,19,15,0.0,Finished,71
2022,21,São Paulo Grand Prix,latifi,williams,18,16,0.0,Finished,71
2022,21,São Paulo Grand Prix,tsunoda,alphatauri,0,17,0.0,+1 Lap,70
2022,21,São Paulo Grand Prix,norris,mclaren,6,18,0.0,Gearbox,50
2022,21,São Paulo Grand Prix,kevin_magnussen,haas,8,19,0.0,Collision,0
2022,21,São Paulo Grand Prix,ricciardo,mclaren,11,20,0.0,Collision,0
2022,22,Abu Dhabi Grand Prix,max_verstappen,red_bull,1,1,25.0,Finished,58
2022,22,Abu Dhabi Grand Prix,leclerc,ferrari,3,2,18.0,Finished,58
2022,22,Abu Dhabi Grand Prix,perez,red_bull,2,3,15.0,Finished,58
2022,22,Abu Dhabi Grand Prix,sainz,ferrari,4,4,12.0,Finished,58
2022,22,Abu Dhabi Grand Prix,russell,mercedes,6,5,10.0,Finished,58
2022,22,Abu Dhabi Grand Prix,norris,mclaren,7,6,9.0,Finished,58
2022,22,Abu Dhabi Grand Prix,ocon,alpine,8,7,6.0,Finished,58
2022,22,Abu Dhabi Grand Prix,stroll,aston_martin,14,8,4.0,Finished,58
2022,22,Abu Dhabi Grand Prix,ricciardo,mclaren,13,9,2.0,Finished,58
2022,22,Abu Dhabi Grand Prix,vettel,aston_martin,9,10,1.0,Finished,58
2022,22,Abu Dhabi Grand Prix,tsunoda,alphatauri,11,11,0.0,Finished,58
2022,22,Abu Dhabi Grand Prix,zhou,alfa,15,12,0.0,+1 Lap,57
2022,22,Abu Dhabi Grand Prix,albon,williams,19,13,0.0,+1 Lap,57
2022,22,Abu Dhabi Grand Prix,gasly,alphatauri,17,14,0.0,+1 Lap,57
2022,22,Abu Dhabi Grand Prix,bottas,alfa,18,15,0.0,+1 Lap,57
2022,22,Abu Dhabi Grand Prix,mick_schumacher,haas,12,16,0.0,+1 Lap,57
2022,22,Abu Dhabi Grand Prix,kevin_magnussen,haas,16,17,0.0,+1 Lap,57
2022,22,Abu Dhabi Grand Prix,hamilton,mercedes,5,18,0.0,Hydraulics,55
2022,22,Abu Dhabi Grand Prix,latifi,williams,20,19,0.0,Collision damage,55
2022,22,Abu Dhabi Grand Prix,alonso,alpine,10,20,0.0,Water leak,27
2023,1,Bahrain Grand Prix,max_verstappen,red_bull,1,1,25.0,Finished,57
2023,1,Bahrain Grand Prix,perez,red_bull,2,2,18.0,Finished,57
2023,1,Bahrain Grand Prix,alonso,aston_martin,5,3,15.0,Finished,57
2023,1,Bahrain Grand Prix,sainz,ferrari,4,4,12.0,Finished,57
2023,1,Bahrain Grand Prix,hamilton,mercedes,7,5,10.0,Finished,57
2023,1,Bahrain Grand Prix,stroll,aston_martin,8,6,8.0,Finished,57
2023,1,Bahrain Grand Prix,russell,mercedes,6,7,6.0,Finished,57
2023,1,Bahrain Grand Prix,bottas,alfa,12,8,4.0,Finished,57
2023,1,Bahrain Grand Prix,gasly,alpine,20,9,2.0,Finished,57
2023,1,Bahrain Grand Prix,albon,williams,15,10,1.0,Finished,57
2023,1,Bahrain Grand Prix,tsunoda,alphatauri,14,11,0.0,Finished,57
2023,1,Bahrain Grand Prix,sargeant,williams,16,12,0.0,Lapped,56
2023,1,Bahrain Grand Prix,kevin_magnussen,haas,17,13,0.0,Lapped,56
2023,1,Bahrain Grand Prix,de_vries,alphatauri,19,14,0.0,Lapped,56
2023,1,Bahrain Grand Prix,hulkenberg,haas,10,15,0.0,Lapped,56
2023,1,Bahrain Grand Prix,zhou,alfa,13,16,0.0,Lapped,56
2023,1,Bahrain Grand Prix,norris,mclaren,11,17,0.0,Lapped,55
2023,1,Bahrain Grand Prix,ocon,alpine,9,18,0.0,Retired,41
2023,1,Bahrain Grand Prix,leclerc,ferrari,3,19,0.0,Retired,39
2023,1,Bahrain Grand Prix,piastri,mclaren,18,20,0.0,Retired,13
2023,2,Saudi Arabian Grand Prix,perez,red_bull,1,1,25.0,Finished,50
2023,2,Saudi Arabian Grand Prix,max_verstappen,red_bull,15,2,19.0,Finished,50
2023,2,Saudi Arabian Grand Prix,alonso,aston_martin,2,3,15.0,Finished,50
2023,2,Saudi Arabian Grand Prix,russell,mercedes,3,4,12.0,Finished,50
2023,2,Saudi Arabian Grand Prix,hamilton,mercedes,7,5,10.0,Finished,50
2023,2,Saudi Arabian Grand Prix,sainz,ferrari,4,6,8.0,Finished,50
2023,2,Saudi Arabian Grand Prix,leclerc,ferrari,12,7,6.0,Finished,50
2023,2,Saudi Arabian Grand Prix,ocon,alpine,6,8,4.0,Finished,50
2023,2,Saudi Arabian Grand Prix,gasly,alpine,9,9,2.0,Finished,50
2023,2,Saudi Arabian Grand Prix,kevin_magnussen,haas,13,10,1.0,Finished,50
2023,2,Saudi Arabian Grand Prix,tsunoda,alphatauri,16,11,0.0,Finished,50
2023,2,Saudi Arabian Grand Prix,hulkenberg,haas,10,12,0.0,Finished,50
2023,2,Saudi Arabian Grand Prix,zhou,alfa,11,13,0.0,Finished,50
2023,2,Saudi Arabian Grand Prix,de_vries,alphatauri,18,14,0.0,Finished,50
2023,2,Saudi Arabian Grand Prix,piastri,mclaren,8,15,0.0,Finished,50
2023,2,Saudi Arabian Grand Prix,sargeant,williams,20,16,0.0,Finished,50
2023,2,Saudi Arabian Grand Prix,norris,mclaren,19,17,0.0,Finished,50
2023,2,Saudi Arabian Grand Prix,bottas,alfa,14,18,0.0,Lapped,49
2023,2,Saudi Arabian Grand Prix,albon,williams,17,19,0.0,Retired,27
2023,2,Saudi Arabian Grand Prix,stroll,aston_martin,5,20,0.0,Retired,16
2023,3,Australian Grand Prix,max_verstappen,red_bull,1,1,25.0,Finished,58
2023,3,Australian Grand Prix,hamilton,mercedes,3,2,18.0,Finished,58
2023,3,Australian Grand Prix,alonso,aston_martin,4,3,15.0,Finished,58
2023,3,Australian Grand Prix,stroll,aston_martin,6,4,12.0,Finished,58
2023,3,Australian Grand Prix,perez,red_bull,20,5,11.0,Finished,58
2023,3,Australian Grand Prix,norris,mclaren,13,6,8.0,Finished,58
2023,3,Australian Grand Prix,hulkenberg,haas,10,7,6.0,Finished,58
2023,3,Australian Grand Prix,piastri,mclaren,16,8,4.0,Finished,58
2023,3,Australian Grand Prix,zhou,alfa,17,9,2.0,Finished,58
2023,3,Australian Grand Prix,tsunoda,alphatauri,12,10,1.0,Finished,58
2023,3,Australian Grand Prix,bottas,alfa,19,11,0.0,Finished,58
2023,3,Australian Grand Prix,sainz,ferrari,5,12,0.0,Finished,58
2023,3,Australian Grand Prix,gasly,alpine,9,13,0.0,Retired,56
2023,3,Australian Grand Prix,ocon,alpine,11,14,0.0,Retired,56
2023,3,Australian Grand Prix,de_vries,alphatauri,15,15,0.0,Retired,56
2023,3,Australian Grand Prix,sargeant,williams,18,16,0.0,Retired,56
2023,3,Australian Grand Prix,kevin_magnussen,haas,14,17,0.0,Retired,52
2023,3,Australian Grand Prix,russell,mercedes,2,18,0.0,Retired,17
2023,3,Australian Grand Prix,albon,williams,8,19,0.0,Retired,6
2023,3,Australian Grand Prix,leclerc,ferrari,7,20,0.0,Retired,0
2023,4,Azerbaijan Grand Prix,perez,red_bull,3,1,25.0,Finished,51
2023,4,Azerbaijan Grand Prix,max_verstappen,red_bull,2,2,18.0,Finished,51
2023,4,Azerbaijan Grand Prix,leclerc,ferrari,1,3,15.0,Finished,51
2023,4,Azerbaijan Grand Prix,alonso,aston_martin,6,4,12.0,Finished,51
2023,4,Azerbaijan Grand Prix,sainz,ferrari,4,5,10.0,Finished,51
2023,4,Azerbaijan Grand Prix,hamilton,mercedes,5,6,8.0,Finished,51
2023,4,Azerbaijan Grand Prix,stroll,aston_martin,9,7,6.0,Finished,51
2023,4,Azerbaijan Grand Prix,russell,mercedes,11,8,5.0,Finished,51
2023,4,Azerbaijan Grand Prix,norris,mclaren,7,9,2.0,Finished,51
2023,4,Azerbaijan Grand Prix,tsunoda,alphatauri,8,10,1.0,Finished,51
2023,4,Azerbaijan Grand Prix,piastri,mclaren,10,11,0.0,Finished,51
2023,4,Azerbaijan Grand Prix,albon,williams,12,12,0.0,Finished,51
2023,4,Azerbaijan Grand Prix,kevin_magnussen,haas,16,13,0.0,Finished,51
2023,4,Azerbaijan Grand Prix,gasly,alpine,17,14,0.0,Finished,51
2023,4,Azerbaijan Grand Prix,ocon,alpine,19,15,0.0,Finished,51
2023,4,Azerbaijan Grand Prix,sargeant,williams,14,16,0.0,Finished,51
2023,4,Azerbaijan Grand Prix,hulkenberg,haas,20,17,0.0,Lapped,50
2023,4,Azerbaijan Grand Prix,bottas,alfa,13,18,0.0,Lapped,50
2023,4,Azerbaijan Grand Prix,zhou,alfa,15,19,0.0,Retired,36
2023,4,Azerbaijan Grand Prix,de_vries,alphatauri,18,20,0.0,Retired,9
2023,5,Miami Grand Prix,max_verstappen,red_bull,9,1,26.0,Finished,57
2023,5,Miami Grand Prix,perez,red_bull,1,2,18.0,Finished,57
2023,5,Miami Grand Prix,alonso,aston_martin,2,3,15.0,Finished,57
2023,5,Miami Grand Prix,russell,mercedes,6,4,12.0,Finished,57
2023,5,Miami Grand Prix,sainz,ferrari,3,5,10.0,Finished,57
2023,5,Miami Grand Prix,hamilton,mercedes,13,6,8.0,Finished,57
2023,5,Miami Grand Prix,leclerc,ferrari,7,7,6.0,Finished,57
2023,5,Miami Grand Prix,gasly,alpine,5,8,4.0,Finished,57
2023,5,Miami Grand Prix,ocon,alpine,8,9,2.0,Finished,57
2023,5,Miami Grand Prix,kevin_magnussen,haas,4,10,1.0,Finished,57
2023,5,Miami Grand Prix,tsunoda,alphatauri,17,11,0.0,Finished,57
2023,5,Miami Grand Prix,stroll,aston_martin,18,12,0.0,Finished,57
2023,5,Miami Grand Prix,bottas,alfa,10,13,0.0,Finished,57
2023,5,Miami Grand Prix,albon,williams,11,14,0.0,Finished,57
2023,5,Miami Grand Prix,hulkenberg,haas,12,15,0.0,Finished,57
2023,5,Miami Grand Prix,zhou,alfa,14,16,0.0,Finished,57
2023,5,Miami Grand Prix,norris,mclaren,16,17,0.0,Finished,57
2023,5,Miami Grand Prix,de_vries,alphatauri,15,18,0.0,Finished,57
2023,5,Miami Grand Prix,piastri,mclaren,19,19,0.0,Lapped,56
2023,5,Miami Grand Prix,sargeant,williams,20,20,0.0,Lapped,56
2023,6,Monaco Grand Prix,max_verstappen,red_bull,1,1,25.0,Finished,78
2023,6,Monaco Grand Prix,alonso,aston_martin,2,2,18.0,Finished,78
2023,6,Monaco Grand Prix,ocon,alpine,3,3,15.0,Finished,78
2023,6,Monaco Grand Prix,hamilton,mercedes,5,4,13.0,Finished,78
2023,6,Monaco Grand Prix,russell,mercedes,8,5,10.0,Finished,78
2023,6,Monaco Grand Prix,leclerc,ferrari,6,6,8.0,Finished,78
2023,6,Monaco Grand Prix,gasly,alpine,7,7,6.0,Finished,78
2023,6,Monaco Grand Prix,sainz,ferrari,4,8,4.0,Finished,78
2023,6,Monaco Grand Prix,norris,mclaren,10,9,2.0,Lapped,77
2023,6,Monaco Grand Prix,piastri,mclaren,11,10,1.0,Lapped,77
2023,6,Monaco Grand Prix,bottas,alfa,15,11,0.0,Lapped,77
2023,6,Monaco Grand Prix,de_vries,alphatauri,12,12,0.0,Lapped,77
2023,6,Monaco Grand Prix,zhou,alfa,19,13,0.0,Lapped,77
2023,6,Monaco Grand Prix,albon,williams,13,14,0.0,Lapped,77
2023,6,Monaco Grand Prix,tsunoda,alphatauri,9,15,0.0,Lapped,76
2023,6,Monaco Grand Prix,perez,red_bull,20,16,0.0,Lapped,76
2023,6,Monaco Grand Prix,hulkenberg,haas,18,17,0.0,Lapped,76
2023,6,Monaco Grand Prix,sargeant,williams,16,18,0.0,Lapped,76
2023,6,Monaco Grand Prix,kevin_magnussen,haas,17,19,0.0,Retired,70
2023,6,Monaco Grand Prix,stroll,aston_martin,14,20,0.0,Retired,53
2023,7,Spanish Grand Prix,max_verstappen,red_bull,1,1,26.0,Finished,66
2023,7,Spanish Grand Prix,hamilton,mercedes,4,2,18.0,Finished,66
2023,7,Spanish Grand Prix,russell,mercedes,12,3,15.0,Finished,66
2023,7,Spanish Grand Prix,perez,red_bull,11,4,12.0,Finished,66
2023,7,Spanish Grand Prix,sainz,ferrari,2,5,10.0,Finished,66
2023,7,Spanish Grand Prix,stroll,aston_martin,5,6,8.0,Finished,66
2023,7,Spanish Grand Prix,alonso,aston_martin,8,7,6.0,Finished,66
2023,7,Spanish Grand Prix,ocon,alpine,6,8,4.0,Finished,66
2023,7,Spanish Grand Prix,zhou,alfa,13,9,2.0,Finished,66
2023,7,Spanish Grand Prix,gasly,alpine,10,10,1.0,Finished,66
2023,7,Spanish Grand Prix,leclerc,ferrari,19,11,0.0,Finished,66
2023,7,Spanish Grand Prix,tsunoda,alphatauri,15,12,0.0,Finished,66
2023,7,Spanish Grand Prix,piastri,mclaren,9,13,0.0,Lapped,65
2023,7,Spanish Grand Prix,de_vries,alphatauri,14,14,0.0,Lapped,65
2023,7,Spanish Grand Prix,hulkenberg,haas,7,15,0.0,Lapped,65
2023,7,Spanish Grand Prix,albon,williams,18,16,0.0,Lapped,65
2023,7,Spanish Grand Prix,norris,mclaren,3,17,0.0,Lapped,65
2023,7,Spanish Grand Prix,kevin_magnussen,haas,17,18,0.0,Lapped,65
2023,7,Spanish Grand Prix,bottas,alfa,16,19,0.0,Lapped,65
2023,7,Spanish Grand Prix,sargeant,williams,20,20,0.0,Lapped,65
2023,8,Canadian Grand Prix,max_verstappen,red_bull,1,1,25.0,Finished,70
2023,8,Canadian Grand Prix,alonso,aston_martin,2,2,18.0,Finished,70
2023,8,Canadian Grand Prix,hamilton,mercedes,3,3,15.0,Finished,70
2023,8,Canadian Grand Prix,leclerc,ferrari,10,4,12.0,Finished,70
2023,8,Canadian Grand Prix,sainz,ferrari,11,5,10.0,Finished,70
2023,8,Canadian Grand Prix,perez,red_bull,12,6,9.0,Finished,70
2023,8,Canadian Grand Prix,albon,williams,9,7,6.0,Finished,70
2023,8,Canadian Grand Prix,ocon,alpine,6,8,4.0,Finished,70
2023,8,Canadian Grand Prix,stroll,aston_martin,16,9,2.0,Finished,70
2023,8,Canadian Grand Prix,bottas,alfa,14,10,1.0,Finished,70
2023,8,Canadian Grand Prix,piastri,mclaren,8,11,0.0,Finished,70
2023,8,Canadian Grand Prix,gasly,alpine,15,12,0.0,Finished,70
2023,8,Canadian Grand Prix,norris,mclaren,7,13,0.0,Finished,70
2023,8,Canadian Grand Prix,tsunoda,alphatauri,19,14,0.0,Finished,70
2023,8,Canadian Grand Prix,hulkenberg,haas,5,15,0.0,Lapped,69
2023,8,Canadian Grand Prix,zhou,alfa,20,16,0.0,Lapped,69
2023,8,Canadian Grand Prix,kevin_magnussen,haas,13,17,0.0,Lapped,69
2023,8,Canadian Grand Prix,de_vries,alphatauri,17,18,0.0,Lapped,69
2023,8,Canadian Grand Prix,russell,mercedes,4,19,0.0,Retired,53
2023,8,Canadian Grand Prix,sargeant,williams,18,20,0.0,Retired,6
2023,9,Austrian Grand Prix,max_verstappen,red_bull,1,1,26.0,Finished,71
2023,9,Austrian Grand Prix,leclerc,ferrari,2,2,18.0,Finished,71
2023,9,Austrian Grand Prix,perez,red_bull,15,3,15.0,Finished,71
2023,9,Austrian Grand Prix,norris,mclaren,4,4,12.0,Finished,71
2023,9,Austrian Grand Prix,alonso,aston_martin,7,5,10.0,Finished,71
2023,9,Austrian Grand Prix,sainz,ferrari,3,6,8.0,Finished,71
2023,9,Austrian Grand Prix,russell,mercedes,11,7,6.0,Finished,71
2023,9,Austrian Grand Prix,hamilton,mercedes,5,8,4.0,Finished,71
2023,9,Austrian Grand Prix,stroll,aston_martin,6,9,2.0,Finished,71
2023,9,Austrian Grand Prix,gasly,alpine,9,10,1.0,Finished,71
2023,9,Austrian Grand Prix,albon,williams,10,11,0.0,Finished,71
2023,9,Austrian Grand Prix,zhou,alfa,17,12,0.0,Lapped,70
2023,9,Austrian Grand Prix,sargeant,williams,18,13,0.0,Lapped,70
2023,9,Austrian Grand Prix,ocon,alpine,12,14,0.0,Lapped,70
2023,9,Austrian Grand Prix,bottas,alfa,14,15,0.0,Lapped,70
2023,9,Austrian Grand Prix,piastri,mclaren,13,16,0.0,Lapped,70
